"Name","First Name","Last Name","Title / Role","Email","Phone","Website","Address","City","State","Country","Industry","Description","LinkedIn","Twitter / X","Facebook","Instagram","Year Founded","Employees","Revenue","Source URL","Notes","Region","Services","Accreditations","Latitude","Longitude","Last Verified"
"Luke Electrical","N/A","N/A","N/A","luke@lukeelectrical.co.uk","07843 873403","https://www.lukeelectrical.co.uk/","7 Fernbank Road, Bangor","Bangor","Northern Ireland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Northern Ireland","Commercial; Residential","OZEV authorised","54.651070382352934","-5.640697202941176","2026-05-18"
"Lumex Trading Ltd","N/A","N/A","N/A","info@lumex.uk","07930 301133","https://www.lumex.uk","16 Barthomley Road, Stoke-on-Trent","Stoke-on-Trent","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","53.035343179310345","-2.167575813793104","2026-05-18"
"Lynn Edwards Electrical Contractors","N/A","N/A","N/A","l.edwards050@btinternet.com","01248 355856","N/A","25 Y Bae Garth, Bangor","Bangor","Wales","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Wales","Commercial; Residential","OZEV authorised","53.234404903999994","-4.1219142620000015","2026-05-18"
"Lyons Electrical","N/A","N/A","N/A","mail@lyonselectrical.co.uk","01634 290000","https://www.lyonselectrical.co.uk","Unit 7 Deacon Trading Centre, Knight Road, Rochester","Rochester","South East","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial; Residential","OZEV authorised","51.3935433","0.4913171","2026-05-18"
"M & E Electrical (NI) Ltd","N/A","N/A","N/A","N/A","N/A","N/A","Unit T3 Aghanloo Indurstrial Estate, Limavady, Derry","Derry","Northern Ireland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Northern Ireland","Commercial; Residential","OZEV authorised","55.073745672131174","-6.931397067213111","2026-05-18"
"M Electrical (Electrical Contractor) Ltd","N/A","N/A","N/A","m.electrical@icloud.com","07801 969499","https://www.melectrical-uk.com/","38 Longthorpe Drive, Telford, Shropshire","Shropshire","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","52.71228694333333","-2.4886807766666665","2026-05-18"
"M G S Electrical Installations Ltd","N/A","N/A","N/A","sales@mgs-electrical.co.uk","01206 762273","https://www.mgs-electrical.co.uk","33 Barrack Street, Colchester","Colchester","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","51.88508235312499","0.9147933218750001","2026-05-18"
"M J Catterall Ltd","N/A","N/A","N/A","info@mjcatterall.co.uk","01524 411386","https://www.mjcatterall.co.uk/","320 - 322 Lancaster Road, Lancaster","Lancaster","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","54.06650173235293","-2.832825035294118","2026-05-18"
"M J Kemp Electrical Ltd","N/A","N/A","N/A","mkemp99@sky.com","07990 682051","N/A","1 Milstone Court, Threemilestone, Truro","Truro","South West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South West","Commercial; Residential","OZEV authorised","50.263689500000005","-5.115924236363636","2026-05-18"
"M J MacPherson & Sons Ltd","N/A","N/A","N/A","ross@mjmacpherson.co.uk","01463 238896","https://www.mjmacphersonelectrical-inverness.co.uk","49 Glenurquhart Road, Inverness","Inverness","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","57.47075349999999","-4.236111410714286","2026-05-18"
"M R Carter Builders Ltd","N/A","N/A","N/A","markcarterd1@gmail.com","07538 261445","N/A","68 Blithdale Road, Abbey Wood, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.48862167894736","0.10339778684210527","2026-05-18"
"M W Electrical Services Ltd (York)","N/A","N/A","N/A","craig@mwelectrical.org","01904 691166","https://www.york-electrical.co.uk/","31 St Oswalds Road, Fulford, York","York","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","53.939465247826064","-1.0792831423913036","2026-05-18"
"M Winters Electrical Ltd","N/A","N/A","N/A","martinwinters43@btinternet.com","07770 236845","N/A","75 Old Mountfield Road, Omagh","Omagh","Northern Ireland","United Kingdom","EV chargepoint installation","Commercial installations only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Northern Ireland","Commercial","OZEV authorised","54.609415649999995","-7.272325316666667","2026-05-18"
"M&M Contractors t/a M&M Contractors EUROPE Ltd","N/A","N/A","N/A","tenders@mm-contractors.com","02890 754090","https://www.mm-contractors.com","4 Pilot's View, Heron Road, Belfast","Belfast","Northern Ireland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Northern Ireland","Commercial; Residential","OZEV authorised","54.628798236144576","-5.866622702409641","2026-05-18"
"M.M.Makda Electricals","N/A","N/A","N/A","mmmakdaelectricals@hotmail.com","07841 521547","https://www.mmakdaelectricals.com","4 Juniper Street, Blackburn, Lancashire","Lancashire","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.758595172727276","-2.4689248363636365","2026-05-18"
"Macdal Electrical Services Limited","N/A","N/A","N/A","info@macdalelectrical.co.uk","01738 509000","https://www.perthelectricians.co.uk","53 Muirend Gardens, Perth, Perthshire","Perthshire","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","56.39463956176472","-3.4682148470588237","2026-05-18"
"Mackay Electrical Ltd","N/A","N/A","N/A","N/A","N/A","N/A","40 Rowan Gardens, Conon Bridge","Conon Bridge","Scotland","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Scotland","Commercial; Residential","OZEV authorised","57.562800975641004","-4.427076798717949","2026-05-18"
"Mad About Electrics Limited","N/A","N/A","N/A","info@madaboutelectrics.com","01904 787983","https://www.madaboutelectrics.com","Unit 2 Pyramid Court, Rosetta way, York","York","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","53.967099135714285","-1.1205296142857142","2026-05-18"
"Magnum Utilities Ltd","N/A","N/A","N/A","david.chapman@magnumutilities.com","07593 549587","N/A","Atria, Spa Road, Bolton","Bolton","North West","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","North West","Commercial; Residential","OZEV authorised","53.57749859780224","-2.4394326527472554","2026-05-18"
"Maisum Renewable Energy Ltd","N/A","N/A","N/A","sue@maisum.co.uk","01212 969512","https://www.maisum.co.uk","Griffin Bridge House, 56 Northfield Road, Netherton, Dudley","Dudley","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","52.48868991698114","-2.0757732622641507","2026-05-18"
"Manor Maintenance (Electrical Services) Ltd","N/A","N/A","N/A","N/A","N/A","N/A","Unit 3 Granville Court, Leighton Street, Nottingham","Nottingham","East Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East Midlands","Commercial; Residential","OZEV authorised","52.958550714285714","-1.1273652","2026-05-18"
"Mark Jones Electrical","N/A","N/A","N/A","N/A","N/A","N/A","17 Lon Menai, Menai Bridge, Angelsey","Angelsey","Wales","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Wales","Commercial; Residential","OZEV authorised","53.22949864583333","-4.176082195833334","2026-05-18"
"Martin C Gilbert Ltd","N/A","N/A","N/A","steve@martingilbertelectrical.co.uk","01473 213713","https://www.martingilbertelectrical.co.uk","Unit 12 Brookhouse Business Park, Brunel Road, Ipswich","Ipswich","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","52.059884540540544","1.1305309162162163","2026-05-18"
"Martin Day Electricians Ltd","N/A","N/A","N/A","info@martindayelectrican.co.uk","01133 474743","https://www.martindayelectrician.co.uk","Castleton Close, Castleton Mill,, Leeds","Leeds","Yorkshire & Humber","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","Yorkshire & Humber","Commercial; Residential","OZEV authorised","53.796222810909114","-1.566763127272728","2026-05-18"
"Martin Eadon Electrical Contractor","N/A","N/A","N/A","martineadon.electrician@yahoo.co.uk","07970 087801","N/A","Hillrise, The Butts, Napton, Southam","Southam","West Midlands","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","West Midlands","Commercial; Residential","OZEV authorised","52.24649097272727","-1.3233539909090908","2026-05-18"
"Martin Kaine","N/A","N/A","N/A","sparkybear@mail.com","07545 269646","https://www.martinkaineelectrical.co.uk","2 Fairhead Road South, Colchester","Colchester","East of England","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","East of England","Commercial; Residential","OZEV authorised","51.8944950375","0.9222156874999999","2026-05-18"
"Martin-Brower UK Ltd","N/A","N/A","N/A","N/A","N/A","N/A","Third Floor, South Wing, One Park Lane, Hemel Hempstead","Hemel Hempstead","South East","United Kingdom","EV chargepoint installation","Commercial installations only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","South East","Commercial","OZEV authorised","51.7480365","-0.47023237500000004","2026-05-18"
"Masterfix GB Ltd","N/A","N/A","N/A","mark.woolner@master-fix.com","02075 188600","https://www.master-fix.com","7 Portman Mews South, London","London","London","United Kingdom","EV chargepoint installation","Commercial and residential installations","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.gov.uk/electric-vehicle-chargepoint-installers","OZEV-authorised; commercial installs","London","Commercial; Residential","OZEV authorised","51.5145877","-0.1557109","2026-05-18"
